702963405364322306	120
198925162	476
4925540277	325
22277220	705
4879994613	2
14807028	220
4856503619	18
157985123	38
48378958	1220
701725615603347457	7
2601589496	720
1327778215	530
698172818563952640	27
3060184494	1690
4897300665	62
516787981	59
160436528	286
386532355	673
42914077	2512
110800099	4
122038961	899
4869611475	44
4845001934	254
798668178	73
3485785534	11
707840696	1033
203024977	6432
4844579470	31
14298448	890
25469726	997
3436812551	1047
2830868675	23
284205655	66
4738279701	7
110465562	3499
2374377426	1392
127005958	2301
10034972	6286
21789681	88
2525306964	3801
15970999	327
2812268522	262
583619284	43
727549675	3426
4242196667	52
4208606734	502
1121591	9916
4111220189	656
14121668	1491
117267879	342
191532379	719
24086900	1422
10011252	253
381480281	310
46276118	1650
2375877384	286
4058321	8646
207756340	26623
6758652	909
37367357	32
2313982910	187
234090209	81
3951215081	13
1080065808	328
8273852	4937
3439046147	19
1625743328	1
153136109	1328
1426135280	29
245981438	19
20585553	657
3715588822	9
3309403210	131
97436767	143
3405639663	136
36016976	236
22898537	309
3609133037	11
20361039	39
22981285	15
218433245	1528
36299530	503
41181426	5
77531826	5
3431446607	1
3314095728	7
29202483	30
3354261519	11194
414952959	72
3384538947	24
116974911	1145
3263081858	264
2818832635	16
3271976762	143
16510252	5
34775622	37
584435817	2
2396255567	410
175805760	401
71060978	61
41493671	94
863233914	42
32872183	588
2991697611	309
1281526188	681
1094340541	34
93601638	131
3317325347	4
3241373905	14
6785192	1588
145310513	380
1253356783	2494
315217260	13
30213942	21
68329262	2732
2437409755	724
26476281	850
14915653	1536
333243023	1537
45610433	270
265772335	285
14559196	5716
19648979	897
3010944035	4
1329490188	168
2343706932	228
114485232	8616
37421242	111
11406742	666
145084142	186
212331168	7
7841792	1270
2780719273	732
1059046910	74
30339571	1008
84714362	168
9280142	3494
24961156	2112
3161452212	7
2347676396	611
2787495858	35
18485152	1397
3124460498	10
17886323	3602
807717	554
2800045236	117
36650845	51
1862092890	17
3094776599	42
2412876546	378
3077057645	18
398540128	27
15842692	3412
2332202281	571
2810690756	223
275243623	1541
471700298	343
2825370151	7
2986305078	131
2722863132	168
3011670991	746
50128998	1878
274274893	255
84858636	856
35063411	426
2369320224	114
15449070	6235
1362108876	245
1344928800	511
2965341161	252
16632193	55
14080897	103
197877074	174
1039531	39131
1794171	207
2919263380	114
248487038	766
974961414	57
136650757	1190
495430242	1435
988508311	180
2907087853	2
15649736	1509
2558921360	1712
545432826	2871
97686415	1549
1178381287	15
178073946	1164
383505214	82
3007491	1895
22943563	747
44388993	57
17652850	468
15229740	985
17875198	3719
409504445	248
2428028178	23
92718411	95
52369416	510
14673239	4284
18227931	601
732773	11202
2560074793	5
2800100421	63
2776234795	84
2711199650	374
2825068825	3
2822206502	7
2752385484	346
19677430	634
64472672	160
135509603	95
211179164	943
19776081	480
178165020	24
2800143252	30
2763613546	14
89239179	347
61243147	120
102701235	111
2431482414	683
46863710	162
19467275	2
49793152	68
22779978	1569
2674699039	10
41814921	1131
28267732	1279
320298773	795
1012488631	2091
2527129274	20
2536466947	876
2592291038	119
2587811778	307
423250891	176
562233477	190
2525271955	1334
132897897	269
1500687722	79
49970416	86
36132608	226
2569026047	254
398109871	2175
2511651984	42
199397791	253
346054122	2047
14509956	946
2512551954	84
17674847	141
255681367	3819
8769542	3151
27106703	6839
2493157534	232
104591562	142
2425674422	142
15431437	1507
2239079520	95
7223722	1218
18564459	63
2383561699	262
2381231737	177
128943024	306
9329862	252
14465889	1795
1469283758	1925
21880973	615
112806109	3042
2278388744	383
44973000	2649
17981917	2047
104248552	563
1455778316	154
519457298	168
261232181	783
73457328	491
12449732	1122
13180652	52
56390873	248
1878868224	1093
1444456622	477
23761309	389
19597819	426
6355402	535
14293580	44
247370192	474
50410039	266
1873691448	1
1511472330	80
27301650	1301
19535756	12
40052022	482
1937516472	28
38632947	1104
1927768428	229
13686942	176
195447741	190
12434302	2728
74956583	157
78269677	804
54163837	579
562571892	422
116461750	782
545003004	131
29468552	1450
50940718	2451
18714809	162
56239365	543
1472127596	13
299932017	927
1646059915	9
75183681	708
6691152	325
1430543138	56
26065295	978
16269358	430
15501426	3
247148044	30
256521914	41
105412340	190
21232655	720
1479169362	1192
8383552	237
11726	4552
79866108	473
194079156	287
22689222	198
1231314888	147
28631536	449
476100749	2402
1217754968	179
618889136	1289
1381298330	10
13516042	790
21333292	120
307755344	5167
14198245	538
246358351	940
41434876	110
139507464	874
1019810725	176
244173178	156
365952591	56
35142697	2079
382427814	53
145080615	1505
221460308	374
1157624052	131
539768101	54
525880128	351
249127464	268
815880932	339
556567650	946
1031591	2532
936881	1971
184082385	494
14130929	735
784575811	247
22066521	328
626791738	163
1217801	21112
135239104	259
94208781	32
24711165	1761
14453338	1572
14564240	669
16149989	4462
20870016	1262
13342392	11905
15253735	482
702116713	246
479013038	324
61743700	478
474770944	1141
12610112	173
192056435	557
133887059	111
182956232	82
618628646	487
607480844	365
378202816	1
606550203	310
95974012	99
9796892	478
121140906	2965
594934857	377
18416299	457
19288395	59
563703084	1111
17489806	842
531307387	486
437818152	74
537061602	1
15007784	307
387831845	271
132916189	1324
45752188	69
497825678	51
385020618	312
199205892	805
14331818	4562
479894950	342
34713020	134
470775438	28
112950384	32
15831818	442
28178451	331
413130434	67
100660566	24
259850415	1749
402772312	1626
1711171	833
5641552	52
387069830	11
20610488	434
278198164	84
355773903	3579
366605043	5
338504977	99
35883240	77
14149525	372
14119157	216
21586018	897
77997105	769
1701371	1738
106536714	17
19450230	2049
337124515	506
320276384	395
40903501	82
36045574	61
278661116	408
32495546	29
191032987	617
132900528	447
133035766	80
48082526	1276
264874122	16
32747579	141
22826489	214
7136612	429
14077727	2407
211104907	216
48356887	1487
18638955	506
241865283	91
15044465	989
71089109	1965
12509892	670
205922124	152
17002009	796
201612370	181
14320209	1105
8500742	131
17369964	674
55361508	1531
180473295	230
75550501	205
16464166	144
17163698	2159
123740183	9
20148603	1482
90083746	1572
11137722	716
